ts,wall,phase,chip,duty_cycle_pct,mem_used_mib,mem_total_mib,mem_pct
1785431262.626,17:07:42,timeslice,7,98.2,10743,16126,66.6
1785431263.626,17:07:43,timeslice,0,99.3,8782,16126,54.5
1785431263.626,17:07:43,timeslice,1,99.5,8718,16126,54.1
1785431263.626,17:07:43,timeslice,2,99.5,8462,16126,52.5
1785431263.626,17:07:43,timeslice,3,99.7,8654,16126,53.7
1785431263.626,17:07:43,timeslice,4,99.5,8558,16126,53.1
1785431263.626,17:07:43,timeslice,5,99.8,8510,16126,52.8
1785431263.626,17:07:43,timeslice,6,99.9,8512,16126,52.8
1785431263.626,17:07:43,timeslice,7,99.8,8494,16126,52.7
1785431264.626,17:07:44,timeslice,0,99.3,8782,16126,54.5
1785431264.626,17:07:44,timeslice,1,99.5,8718,16126,54.1
1785431264.626,17:07:44,timeslice,2,99.5,8462,16126,52.5
1785431264.626,17:07:44,timeslice,3,99.7,8654,16126,53.7
1785431264.626,17:07:44,timeslice,4,99.5,8558,16126,53.1
1785431264.626,17:07:44,timeslice,5,99.8,8510,16126,52.8
1785431264.626,17:07:44,timeslice,6,99.9,8512,16126,52.8
1785431264.626,17:07:44,timeslice,7,99.8,8494,16126,52.7
1785431265.626,17:07:45,timeslice,0,99.3,8782,16126,54.5
1785431265.626,17:07:45,timeslice,1,99.5,8718,16126,54.1
1785431265.626,17:07:45,timeslice,2,99.5,8462,16126,52.5
1785431265.626,17:07:45,timeslice,3,99.7,8654,16126,53.7
1785431265.626,17:07:45,timeslice,4,99.5,8558,16126,53.1
1785431265.626,17:07:45,timeslice,5,99.8,8510,16126,52.8
1785431265.626,17:07:45,timeslice,6,99.9,8512,16126,52.8
1785431265.626,17:07:45,timeslice,7,99.8,8494,16126,52.7
1785431266.626,17:07:46,timeslice,0,99.3,8782,16126,54.5
1785431266.626,17:07:46,timeslice,1,99.5,8718,16126,54.1
1785431266.626,17:07:46,timeslice,2,99.5,8462,16126,52.5
1785431266.626,17:07:46,timeslice,3,99.7,8654,16126,53.7
1785431266.626,17:07:46,timeslice,4,99.5,8558,16126,53.1
1785431266.626,17:07:46,timeslice,5,99.8,8510,16126,52.8
1785431266.626,17:07:46,timeslice,6,99.9,8512,16126,52.8
1785431266.626,17:07:46,timeslice,7,99.8,8494,16126,52.7
1785431267.627,17:07:47,timeslice,0,99.3,8782,16126,54.5
1785431267.627,17:07:47,timeslice,1,99.5,8718,16126,54.1
1785431267.627,17:07:47,timeslice,2,99.5,8462,16126,52.5
