ts,wall,phase,chip,duty_cycle_pct,mem_used_mib,mem_total_mib,mem_pct
1785433083.72,17:38:03,baseline,6,99.8,8560,16126,53.1
1785433083.72,17:38:03,baseline,7,99.6,8462,16126,52.5
1785433084.72,17:38:04,baseline,0,99.9,8559,16126,53.1
1785433084.72,17:38:04,baseline,1,99.7,8526,16126,52.9
1785433084.72,17:38:04,baseline,2,99.6,8718,16126,54.1
1785433084.72,17:38:04,baseline,3,99.2,8526,16126,52.9
1785433084.72,17:38:04,baseline,4,99.9,8718,16126,54.1
1785433084.72,17:38:04,baseline,5,99.7,8718,16126,54.1
1785433084.72,17:38:04,baseline,6,99.8,8560,16126,53.1
1785433084.72,17:38:04,baseline,7,99.6,8462,16126,52.5
1785433085.72,17:38:05,baseline,0,98.0,10603,16126,65.8
1785433085.72,17:38:05,baseline,1,97.6,10603,16126,65.8
1785433085.72,17:38:05,baseline,2,98.1,10603,16126,65.8
1785433085.72,17:38:05,baseline,3,98.0,10603,16126,65.8
1785433085.72,17:38:05,baseline,4,98.3,10603,16126,65.8
1785433085.72,17:38:05,baseline,5,98.1,10603,16126,65.8
1785433085.72,17:38:05,baseline,6,98.4,10605,16126,65.8
1785433085.72,17:38:05,baseline,7,98.0,10603,16126,65.8
1785433086.72,17:38:06,baseline,0,98.0,10603,16126,65.8
1785433086.72,17:38:06,baseline,1,97.6,10603,16126,65.8
1785433086.72,17:38:06,baseline,2,98.1,10603,16126,65.8
1785433086.72,17:38:06,baseline,3,98.0,10603,16126,65.8
1785433086.72,17:38:06,baseline,4,98.3,10603,16126,65.8
1785433086.72,17:38:06,baseline,5,98.1,10603,16126,65.8
1785433086.72,17:38:06,baseline,6,98.4,10605,16126,65.8
1785433086.72,17:38:06,baseline,7,98.0,10603,16126,65.8
1785433087.72,17:38:07,baseline,0,98.0,10603,16126,65.8
1785433087.72,17:38:07,baseline,1,97.6,10603,16126,65.8
1785433087.72,17:38:07,baseline,2,98.1,10603,16126,65.8
1785433087.72,17:38:07,baseline,3,98.0,10603,16126,65.8
1785433087.72,17:38:07,baseline,4,98.3,10603,16126,65.8
1785433087.72,17:38:07,baseline,5,98.1,10603,16126,65.8
1785433087.72,17:38:07,baseline,6,98.4,10605,16126,65.8
1785433087.72,17:38:07,baseline,7,98.0,10603,16126,65.8
1785433088.72,17:38:08,baseline,0,98.0,10603,16126,65.8
1785433088.72,17:38:08,baseline,1,97.6,10603,16126,65.8
1785433088.72,17:38:08,baseline,2,98.1,10603,16126,65.8
1785433088.72,17:38:08,baseline,3,98.0,10603,16126,65.8
1785433088.72,17:38:08,baseline,4,98.3,10603,16126,65.8
1785433088.72,17:38:08,baseline,5,98.1,10603,16126,65.8
1785433088.72,17:38:08,baseline,6,98.4,10605,16126,65.8
1785433088.72,17:38:08,baseline,7,98.0,10603,16126,65.8
1785433089.72,17:38:09,baseline,0,98.0,10603,16126,65.8
1785433089.72,17:38:09,baseline,1,97.6,10603,16126,65.8
1785433089.72,17:38:09,baseline,2,98.1,10603,16126,65.8
1785433089.72,17:38:09,baseline,3,98.0,10603,16126,65.8
1785433089.72,17:38:09,baseline,4,98.3,10603,16126,65.8
1785433089.72,17:38:09,baseline,5,98.1,10603,16126,65.8
1785433089.72,17:38:09,baseline,6,98.4,10605,16126,65.8
1785433089.72,17:38:09,baseline,7,98.0,10603,16126,65.8
1785433090.72,17:38:10,baseline,0,97.4,10743,16126,66.6
1785433090.72,17:38:10,baseline,1,97.3,10743,16126,66.6
1785433090.72,17:38:10,baseline,2,97.1,10743,16126,66.6
1785433090.72,17:38:10,baseline,3,97.4,10743,16126,66.6
